domain,subdomain,ip,reverse_dns,scheme,url,status,length,title,content_hash,server_header,ssl_sans,open_ports,banners
akamaiedge.net,n1dscx.akamaiedge.net,23.212.254.78,a23-212-254-78.deploy.static.akamaitechnologies.com,http,http://n1dscx.akamaiedge.net,400,312,,26b181daf3457eebaea9841c7ce93805ebbde57d0a36a7cfd032e5243fd83780,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 312\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3dspb.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3dspb.akamaiedge.net,400,310,,5b4a3b7df17fcaee512b378f14759b790c08985bcd36f55c1b1334bce12eb63f,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3p.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3p.akamaiedge.net,400,310,,fff40f7806a7ff75ae6c5c36a6deaea9d64d4283e2dfee91bf3a8e4b8fdbe88c,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n1e9.akamaiedge.net,23.212.254.78,a23-212-254-78.deploy.static.akamaitechnologies.com,http,http://n1e9.akamaiedge.net,400,312,,4c15fc6c7a4836df59103316482d61fb58de084a09e4013fd6b3675b687a1aee,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 312\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n1dscd.akamaiedge.net,23.212.254.78,a23-212-254-78.deploy.static.akamaitechnologies.com,http,http://n1dscd.akamaiedge.net,400,312,,edda742038f4384ea99b4d5a629902de1935e396ebde0246d34e148521b806ec,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 312\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n1dsca.akamaiedge.net,23.212.254.78,a23-212-254-78.deploy.static.akamaitechnologies.com,http,http://n1dsca.akamaiedge.net,400,312,,6a4528a2262bb4d8569997a42c2a002fbb7009694660c93620d1cf9f13790755,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 312\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3dscb.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3dscb.akamaiedge.net,400,310,,326ba4ad22373e8f59cb157b8edace8525cb0efcfbb5b1d005d8996f14b67ad9,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3d.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3d.akamaiedge.net,400,310,,1ba172ed75ab51b11cdf44d028dfa0843b471e02427f3a517c4c8629bbd7c3be,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:54 GMT\r\nDate: Fri, 11 Jul 2025 12:24:54 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n1dsce9.akamaiedge.net,23.212.254.78,a23-212-254-78.deploy.static.akamaitechnologies.com,http,http://n1dsce9.akamaiedge.net,400,312,,3fd0bc6d161fd9d2de16715fef663407f963dec346786e4cdfb0afb0e5ff2fd6,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 312\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3e9.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3e9.akamaiedge.net,400,310,,76a513ff665d18cd621dfd8772bb279a07d32bc922b74acd0b200f3daece1372,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:53 GMT\r\nDate: Fri, 11 Jul 2025 12:24:53 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3dscx.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3dscx.akamaiedge.net,400,310,,c846920c5bd89c29c8cb4015616269e593d5eb5bc77c41c23b573b4f4825bf1d,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:54 GMT\r\nDate: Fri, 11 Jul 2025 12:24:54 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3dspg.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3dspg.akamaiedge.net,400,310,,8873a67bc7aeceedb3d329350cfab35cc874c2ba090b2f879c19771f29c3ac19,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:54 GMT\r\nDate: Fri, 11 Jul 2025 12:24:54 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3dscd.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3dscd.akamaiedge.net,400,310,,e3fd783a16b950c56553abad27ad998d45626c3dccfd952d2aaaf4764dedcf80,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:54 GMT\r\nDate: Fri, 11 Jul 2025 12:24:54 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
akamaiedge.net,n3ksd.akamaiedge.net,23.212.254.12,a23-212-254-12.deploy.static.akamaitechnologies.com,http,http://n3ksd.akamaiedge.net,400,310,,788be59661b123bb4f7cd782d80b4797019cdee145c21ee65f71fd6d22badd47,AkamaiGHost,,"80,443","{""80"": ""HTTP/1.0 400 Bad Request\r\nServer: AkamaiGHost\r\nMime-Version: 1.0\r\nContent-Type: text/html\r\nContent-Length: 310\r\nExpires: Fri, 11 Jul 2025 12:24:54 GMT\r\nDate: Fri, 11 Jul 2025 12:24:54 GMT\r\nConnection: close\r\n\r\n"", ""443"": null}"
